"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","6474","Client app","firefox","Sun Dec 08 15:56:25 BDT 2024","passed","Sun Dec 08 15:56:31 BDT 2024","","ClientAppPO.spec.js","",""
